スレ数,ID,コメント,投稿時刻
855,ID:FDQSc+RB0HAPPY,カートリッジ状態でボに呪いを押し付けて祝福の子として復活するふわふわプルシュカルートもあったはずだしまぁ...,2018/11/20 23:00:08
856,ID:R9vxOGgg0HAPPY,ｲﾙﾐｭｰｲがﾄﾞｼｶﾞﾀ棒でｼｬｱﾝされてｷｼｬｱしてイルぶるんやろか？,2018/11/20 23:03:56
857,ID:bXMbhAcuaHAPPY,>>852  男だって妊娠できるし子供も埋めるぞ！,2018/11/20 23:04:27
858,ID:9E7KLDsCaHAPPY,んなぁほな～,2018/11/20 23:15:27
859,ID:U2Jimvr30HAPPY,今のところ成れ果てで成功？してるのってファプタとナナチだけな感じよね  おかみさんも成功の部類なのかな  エロコさんだけなぜ人のままなのか,2018/11/20 23:44:37
860,ID:xXAMaGOarHAPPY,おかみさんはナナチ並みに人間性保ってるように見えるが一体何者なんだ,2018/11/20 23:50:29
861,ID:GnOyOkvn0HAPPY,,2018/11/20 23:50:52
862,ID:oHgOEMK80,年内に二回こうしんありがてぇ・・,2018/11/21 0:04:21
863,ID:Zf3cVMju0,>>863  (次の二千)年内に更新ですよ,2018/11/21 0:07:01
864,ID:olyeyQDQ0,>>861  おかみさん他みんなカジャが言うようにイルブルで自分の価値を還元したんだよね  そうすると成れ果てになって村から出られなくなる…  おかみさんは料理好きだから料理人に成れ果てれた  エロコさんとファプタはたぶん還元して無いんだろうね,2018/11/21 0:22:59
865,ID:N8K6M6im0,>>860  いるブルの成れ果ては人間性を残してる代わりに「命がない」んだ  ファプタは不滅の化身だとして、完成体はナナチとボ卿のみ  人間性があるってだけならベラフやワズキャンも同じ  他の成れ果ては元々そう言う種族か、知能を価値と交換したんだろう  死んで生き返るにもコストが要るだろうからね  まああさんも恐らくは精算され過ぎて他に売るものがなかったんじゃないかと思ってる,2018/11/21 0:34:10
866,ID:M3AS8La40,つくし卿がいる時間軸で年内だぞ  もし６層にいたら,2018/11/21 0:34:56
867,ID:w1cWKUDc0,4層で会った黒笛も血涙流しながら帰ったんだろうか,2018/11/21 0:43:13
868,ID:65++mIz70,入稿してるのに掲載しないのは  映画公開に合わせて時期を調整してんのかな,2018/11/21 0:50:57
869,ID:hCLTX/B80,竹書房がそんなこうどなぎじゅつを使えるわけないでしょ,2018/11/21 0:53:39
870,ID:iyqCdra+d,竹書房本社ビルの地下にある密室で原稿を描かされるつくし,2018/11/21 1:01:45
871,ID:hCz62dbK0,1日1ナナチしか与えられていないという,2018/11/21 1:07:33
872,ID:N8K6M6im0,>>868  血尿だゾ,2018/11/21 1:32:41
873,ID:Z8b8WQEB0,>>871  かっぱ寿司思い出した,2018/11/21 2:43:21
874,ID:0LRt9PRU0,竹書房ゥアアアーッ！,2018/11/21 5:19:53
875,ID:CumrZX1ra,竹書房ってヤバいとこらしいね  ソースはポプテピピック,2018/11/21 5:45:23
876,ID:hYgFTH/ip,ライザの白笛って誰なのかなと考えていたら、恐ろしい想像が浮かんだ   この作品さ、「地上とアビスの底で時間の流れが違うかも」「地上の人間に比べ、アビス深部の探窟家の時間の流れはゆっくり」という設定のようだ。  なら、探窟家がさらに深く潜ると、時間の流れの異常も激しくなり、もしかしたら逆転することもあるんじゃないのか。  その場合、探窟家は現在から過去へとタイムトラベルをすることになる。因果の逆転やループが起こりうる。  つまり、レグが"これから"ライザに対面したり、リコが"これから"ライザの白笛になることもありうる。  ありえない考えだとも思わないんだよ。だって、ファプタはレグの名前を知っていたでしょ。未来のレグが過去のファプタに会っていたなら辻褄はあう。,2018/11/21 7:56:08
877,ID:hYgFTH/ip,遺物の中には時間の静止や逆行を可能にするものもあるし、リコやレグが今後タイムトラベルする可能性もあり得ないとは思わないんだよ,2018/11/21 7:59:46
878,ID:olyeyQDQ0,>>877  それ、怖いよぉ～,2018/11/21 8:01:52
879,ID:QL87z612M,つまりもっと幼いナナチになる可能性もありえるのか  最高だな,2018/11/21 8:24:44
880,ID:cm6GCawM0,時間逆行ならプル笛やミーティも元に戻るかもしれない  ナナチはそのままでいいです,2018/11/21 8:30:58
881,ID:KpPTA7LgM,>>877  あれ、ライザがいい加減に、レグにも犬にも適当にレグって名前つけたんじゃね？  それを、娘もひきついでしまった,2018/11/21 8:47:17
882,ID:KfpwLZj8H,昨日忙しかったんだけど更新きた？,2018/11/21 8:48:39
883,ID:U68+2Jipa,>>882  確か犬はリコが拾ってきたはず  その頃には孤児院にいたからライザはとっくにラストダイブした後かと,2018/11/21 8:58:20
884,ID:0ARZWpdQM,あの犬って成れ果ての祭壇で上下しても変化無かった白笛持ちだと思うんだよね  ライザの白笛ってあの犬が持ってたやつであの犬の名前もレグ  気になってるのは女の薬師が外見変化無いところ   普通に考えるとアビスって地球の子宮でレグやリコはいわゆる精子、それで奥に待ってるのは卵子、でっかい卵って考えの方がすんなり来るかな  時間が遡るとしたら生まれてくる側になるとか  もちろん力場の呪いという膜は処女膜で成れ果てたちは卵子に届かなかった精子の死骸か生理の血,2018/11/21 9:08:56
885,ID:doX/9eWb0,リコライザ共通でレグと言う言葉に特別な思い入れがあるかだな,2018/11/21 9:10:42
886,ID:ZBjsf1A4M,だとすると呪いとは一体,2018/11/21 9:10:44
887,ID:U68+2Jipa,アビス女体説はもういいよ…,2018/11/21 9:40:57
888,ID:FwpHG4TT0,ライザの笛がリコ説は定期的に出てくるな  アンハードベルとか深層と地上の時間のズレとか見てるとタイムスリップも余裕でできちゃいそうだしなアビスって,2018/11/21 9:48:56
889,ID:eOhk0khgr,リコとナナチを改造して作り上げたのがレグ,2018/11/21 10:03:42
890,ID:KpPTA7LgM,>>884  あの犬を拾ってきた人間は、明確にされてないとおもうけど  少なくとも、リーダーが公認しているから  リコがこっそり拾って隠していたわけでもないでしょ,2018/11/21 10:07:10
891,ID:U68+2Jipa,>>891  一巻でレグ匿うときに拾ってきた犬もすぐバレたでしょみたいな会話無かったっけ   今家じゃないから確認できないけど,2018/11/21 10:28:41
892,ID:OUzDtkJL0,>>877  事ある毎にレグが忘れた記憶思い出してくが  それが未来の記憶とは思い難い,2018/11/21 11:23:43
893,ID:nQQ7uRaoa,タイムループものだったらもっとそれっぽい伏線があるはず,2018/11/21 11:27:27
894,ID:5HS8rNtF0,フィロソマ、受精完了,2018/11/21 11:30:42
895,ID:N2zaiE9ep,え？更新なかったの…？,2018/11/21 12:03:50
896,ID:EZiTpgxud,更新なら十日後にあったよ(タイムループ),2018/11/21 12:06:05
897,ID:0ARZWpdQM,そういや時を止める鐘って結局誰かどっかで使ってるのかね（ギャグ）,2018/11/21 12:20:47
898,ID:U68+2Jipa,更新が欲しければお前の体を差し出せ  両目か両足か内蔵の半分,2018/11/21 12:23:17
899,ID:XCmvMPQ/0,>>898  エロ漫画とか企画AVとかで使ってたな,2018/11/21 12:23:30
900,ID:doX/9eWb0,あんなの9割やらせだろ,2018/11/21 12:29:16
901,ID:KP+OtqQs0,>>901  １割すごいな,2018/11/21 12:38:39
902,ID:4k2V4lR20,>>843  クソマンガ卿召喚しなきゃ……,2018/11/21 12:46:42
903,ID:6BAwOQRc0,生放送始まった,2018/11/21 12:46:53
904,ID:CrPZfxNVM,おい竹書房今日でもええから更新せんかい！,2018/11/21 13:49:43
905,ID:P0OpwT7E0,>>877  未来のレグがファプタに会ってたならファプタがレグの腕切れてるのに疑問持たないはずなんじゃないの  まあ遺物パワーで直しましたとか言われたらアレですけど,2018/11/21 14:06:35
906,ID:ggdfZlJvp,>>895  レグはアリスだった！？,2018/11/21 14:06:44
907,ID:4k2V4lR20,PandoraHeartsって漫画の時間異常でも、本来はウラシマ効果だけじゃなく過去現在未来のあらゆる時間に渡れるって設定があったな  そういやあれも名前がアヴィスだったけど,2018/11/21 14:14:33
908,ID:rR1MSi8Mp,ライザ=ファプタ,2018/11/21 14:18:41
909,ID:hYgFTH/ip,>>908  へー  メイド・イン・アビスがこのうえ時間遡行ネタも織り交ぜてくるなら、独創性に乏しいと言わざるをえないな...  だからそこはさすがに作者も変えてくるだろう,2018/11/21 14:26:18
910,ID:8y/5GEEf0,ライザが6層なんかでウロウロしていたらとんだ興ざめだけどね  進む事を諦めて村に籠ってる連中に関わってるライザじゃないはず,2018/11/21 14:30:22
911,ID:NDUB5up/d,そういやリコさんは全然遺物と遭遇しないな6層まで踏破してるんだから  もっとレア遺物拾っててもおかしくないんじゃ,2018/11/21 14:47:16
912,ID:QpLmSPQJa,アビスの最深部で時間逆行してるとするとなんか有名ＳＦ小説のハイぺリオンを彷彿させるな。  リコの名前の由来が有名なＳＦのあのキャラってことは・・・・ないな。,2018/11/21 14:48:36
913,ID:LwbLrySE0,時間逆行があればナナチライザ説もプルシュカライザ説も説明が付くな,2018/11/21 15:01:17
914,ID:Y065MIGU0,マルルク女の子説,2018/11/21 15:14:44
915,ID:xKk5smmed,食用に加工された肉が生き返ったりするんだ  性別を変える遺物があったとしてもなんの驚きもない,2018/11/21 15:20:14
916,ID:qgA0SMG0M,時間逆行は関係ないけど  SF小説の地底旅行に影響受けてそうだなとは思った,2018/11/21 15:32:21
917,ID:uGauQKjN0,また君か,2018/11/21 16:00:55
918,ID:pZfj+L3hd,今日日完全オリジナルの仕掛けとか設定なんて無理やん  自分で考えたって何かしら先人がいるよ  そんな細かい事どうでもいいからつくし卿の頭の中身を存分に披露して欲しい,2018/11/21 16:05:51
919,ID:C8QZc+7Xa,つくし卿の頭の中身披露したら発禁になりそう,2018/11/21 16:48:10
920,ID:mUMQ17QT0,配信始めてみたけどいつもこんな長いの？  人が自分と関係ない場所でずっと話してるのを聞いてるの好き。,2018/11/21 16:54:01
921,ID:8y/5GEEf0,配信で何か新しい情報あったかな？  映画観に来てね！…かな,2018/11/21 16:59:40
922,ID:5B670SJD0,んなぁ。。。（更新されないことに対しての悲しみの鳴き声）  次の二千年に期待,2018/11/21 17:26:24
923,ID:zB8f0K1Bd,メイドインアビスって置いてる所少ないんかね？  蔦屋3軒回って見当たらないwアニメ放送時は目立って置いてたのに,2018/11/21 17:49:10
924,ID:lo9rWBj10,更新まああああああああああああああ！？,2018/11/21 17:53:01
925,ID:0ARZWpdQM,しかしライザって最高に可愛いよね  一番かわいい,2018/11/21 18:13:28
926,ID:CumrZX1ra,ライザは思い出補正であんなことになってるけど実際に出てきたらリコさんそっくりだったりすると思うんだ,2018/11/21 18:47:31
927,ID:wWfT2clGr,リコさんは父親似だろ,2018/11/21 18:49:35
928,ID:Z8b8WQEB0,むしろリコがライザ説,2018/11/21 18:50:06
929,ID:BWncQd550,ん゛ほ゛っ゛ふ゜,2018/11/21 18:54:47
930,ID:SXpYD1P/0,映画は見に行くつもりだけど近くの映画館で果たして上映してくれるだろうか,2018/11/21 18:57:20
931,ID:olyeyQDQ0,>>928  んだんだ  トーカさんそっくりだ   ライザの顔って1回ドアップで出てきただけなのに真の主人公感半端ない,2018/11/21 19:16:40
932,ID:8y/5GEEf0,ライザは存在感がすごいから出てきたらリコレグナナチが喰われそう  レグの回想の中だけに現れてリコはライザの痕跡を追うだけって展開になるんじゃなかろうか,2018/11/21 19:27:14
933,ID:jhn0dVEad,リコライザー,2018/11/21 19:29:21
934,ID:BZHsADNK0,オーゼンが最初リコに当たりが強かったわけがよくわかる  可愛い弟子をさらっていったどこぞの馬の骨に瓜二つな顔に育ってるんだもんな,2018/11/21 19:31:58
935,ID:jhn0dVEad,どっちかっつーとライザが拐ってる感,2018/11/21 19:34:03
936,ID:8y/5GEEf0,普通ヨメは憎いが孫は可愛いとかなるのにね  オーゼンの心の闇が垣間見える,2018/11/21 19:37:07
937,ID:FwpHG4TT0,リコがショタだったら優しく指導してくれたんだろうなぁ,2018/11/21 19:59:43
938,ID:sQrqKFK4a,あーあ、リコにちんちんついてたらなぁ,2018/11/21 20:00:34
939,ID:CCnBQWZA0,付いてないとは限らんだろう,2018/11/21 20:03:52
940,ID:Bv8fvCYWd,測り棒を装着したリコさんに震えろ,2018/11/21 20:06:20
941,ID:5HS8rNtF0,薄い本だと竿役のが多いリコ氏,2018/11/21 20:06:51
942,ID:vkAv9peL0,>>912  ほんそれ。  人々を惹きつけてやまない魅力は遺物によるところも大きいはずなのに、実際に使い道が言及されたり、  物語の中で活用されてる遺物少なすぎる。,2018/11/21 20:21:03
943,ID:Z8b8WQEB0,深層いったら時間が逆転するかもね   ヴエコさんもリコと初対面じゃないみたいな反応してたよね？,2018/11/21 20:21:57
944,ID:Z8b8WQEB0,>>943  5層 ゾアホ  6層 いるぶる,2018/11/21 20:24:29
945,ID:2J4a97py0,俺的にはライザってヤンキーねーちゃんってイメージなんだが…  レイプされて強姦婚されたい・・・,2018/11/21 20:55:43
946,ID:NDUB5up/d,>>943  リコさんの目的とは違うけど  探掘家としていろいろ  掘り当ててほしいとこもある,2018/11/21 21:06:28
947,ID:p2ZheKR6M,まぁ既に奈落の至宝が常にそばにいるからねぇ  それだけでチートとも言えるわけで,2018/11/21 21:19:25
948,ID:w6mZaTuLa,>>946  ライザが男だったら…  https://i.imgur.com/iAAZkek.jpg,2018/11/21 21:30:06
949,ID:RAkSgN+n0,ﾌﾞﾚｲｽﾞﾘｰﾌﾞ  "無尽槌"！？,2018/11/21 21:49:00
950,ID:hCLTX/B80,アビスの呪い（ﾊｰﾄﾞﾗｯｸ）と昇降機（ﾀﾞﾝｽ）っちまったんだよ…,2018/11/21 21:50:48
951,ID:cMPxCeRd0,んなぁ！？,2018/11/21 21:58:55
952,ID:BLWByMpXa,「この感じ…疼きやがる…“ツルハシ”かなんかありゃあよォ…」,2018/11/21 22:14:45
953,ID:RAkSgN+n0,！？  https://fate.5ch.net/test/read.cgi/comic/1542806680/,2018/11/21 22:25:49
954,ID:5HS8rNtF0,>>954  スレ立てなセンスあるぜ...  オメー...,2018/11/21 22:28:02
955,ID:olyeyQDQ0,>>954  ワクワクしちゃったじゃねーか  おつ,2018/11/21 22:29:11
956,ID:CCnBQWZA0,>>954  スレ立てもユニークで可愛いですね,2018/11/21 22:31:51
957,ID:Cu4z58O4a,>>954  スレ立て乙の時間だ！んなぁ！！,2018/11/21 22:34:43
958,ID:yipp/htmK,禁断の母娘んぼっぷ…ッ！,2018/11/21 22:41:33
959,ID:dPCorElba,マルルクと一緒にお風呂に入りたい,2018/11/21 22:46:54
960,ID:5aybiKQX0,成れ果てチェックの時間だオラァ！,2018/11/21 23:43:01
961,ID:gDhr5aISa,木刀ナナチ,2018/11/22 0:09:20
962,ID:mExmOUqnd,ナナチのメス堕ち顔をもっと見たいです,2018/11/22 0:53:51
963,ID:DQfgptjk0,その必要はないそす,2018/11/22 0:58:07
964,ID:FdXlv0LU0,マルルクと焼きごてックスしたい,2018/11/22 1:07:47
965,ID:QfL3uYuda,ナナチナナチナナチナナチナナチ,2018/11/22 1:30:06
966,ID:3mvrllTsd,ナナチス,2018/11/22 5:01:52
967,ID:dFx+BVRw0,>>967  入る？,2018/11/22 5:15:52
968,ID:2tTtozpba,エロ子のお話がどんだけ続くかわからんがはやくファプタのターンを見たいど,2018/11/22 5:57:23
969,ID:60oiQ3k+r,まああああああああああああああ！   って（脳内CV:ゲームのカードを落としてしまったのですが）で有ってるよね？,2018/11/22 6:00:55
970,ID:60oiQ3k+r,https://youtu.be/wNfleoPQ5sY  これね  前からスレでも言われてた気がまあああああ！,2018/11/22 6:22:16
971,ID:ekvhvDKjp,つくし卿「出てる…！」(意味深)   https://twitter.com/tukushia/status/1065282762381320192  https://twitter.com/5chan_nel (5ch newer account),2018/11/22 7:19:54
972,ID:Jx1dx79Q0,凍結されそう,2018/11/22 7:56:42
973,ID:mXVWeenf0,>>972  読んでみた  小学生がいろいろするのにセックスだけはしない  というあたりつくしが好みそう,2018/11/22 8:52:02
974,ID:Bqwqw2Ota,>>972  こんな本薦めてたらアビスが勘違いされるぞつくし卿    …勘違い…でもないか,2018/11/22 9:30:56
975,ID:PHXyI8220,アニメ見てから原作読んだら乳首の露出多過ぎてビビッたわ  チンチンどうしたの…？のシーンとか本当は丸出しだったんだね,2018/11/22 10:08:56
976,ID:Dal6W2I9a,マルルクの裸吊りが見れるのは原作だけ！！！,2018/11/22 10:34:15
977,ID:EH641D9y0,カートリッジになった子達の和気あいあいとした姿が見れるのは原作だけ！,2018/11/22 10:55:25
978,ID:VlJ8Bw05r,君はこの力を使いこなせるんだ！のシーンとか  アニメでは髪ブラしてたな,2018/11/22 11:04:26
979,ID:ys5HdU9ap,3層のリコ丸呑みシーン,2018/11/22 11:05:54
980,ID:cIxuwIFU0,ピノコみたいにカートリッジからまた  人体錬成出来ないか,2018/11/22 11:11:03
981,ID:Zna5mvWL0,そういや本編で乳首モロ出ししてる女キャラって何気に少ないな  裏表紙とか他の所では色んなキャラひん剥かれてるけど,2018/11/22 11:15:01
982,ID:4+Gb+GkR0,自主規制…と思ったけど編集規制かな,2018/11/22 11:44:10
983,ID:ZLceVIVda,>>981  ガワを用意できても足りないパーツが多すぎる,2018/11/22 11:49:26
984,ID:Dal6W2I9a,その為のカバー下だろう  最近見たけどレンタル店で7巻が借りられてるのを見るとわくわくしますよね  自動レジだからドシガタ半減だけど,2018/11/22 11:50:11
985,ID:cIxuwIFU0,>>984  それこそ他から寄せ集めれば…  拒絶反応は薬で何とかする,2018/11/22 11:53:26
986,ID:dFx+BVRw0,>>982  キユイ,2018/11/22 11:58:06
987,ID:dFx+BVRw0,>>976  リコどう見ても乳首勃ってるからね  欲情しちゃったんだろ   浴場だけに,2018/11/22 12:00:18
988,ID:wxirwna7d,マルルクちゃんの乳首も勃ってるよね,2018/11/22 12:10:06
989,ID:3rZyUCysa,マルルク正直口も後ろの穴もパパ棒も耳も鼻の穴も胸も脇も膝の裏も  オーゼンさんに開発されてそうだからしこたましか抜けない,2018/11/22 12:19:39
990,ID:uD+MxhS40,そこまでやっといてヘソはノータッチとか度し難い,2018/11/22 12:22:23
991,ID:VJg0EJ110,メインディッシュは最後だぞ,2018/11/22 13:04:43
992,ID:oGaQYvkZ0,劇場版は乳首券発行されたりして,2018/11/22 14:45:46
993,ID:qxjpZGu3p,レグの乳首が更に大きくされるのか？,2018/11/22 14:48:29
994,ID:ny7mRwKUr,ポルノ映画になっちゃう...,2018/11/22 15:06:11
995,ID:/yzPQNWSd,乳首が発光？,2018/11/22 15:26:44
996,ID:cIxuwIFU0,特級遺物  無限カートリッジ,2018/11/22 15:33:50
997,ID:fD15vKcl0,つくし卿がるろうにしないか心配だわ,2018/11/22 15:38:46
998,ID:5JDiWQxzd,うめ,2018/11/22 15:38:46
999,ID:5JDiWQxzd,>>1000なら  ファプタが真ヒロイン,2018/11/22 15:39:14
1000,Thread,このスレッドは１０００を超えました。  新しいスレッドを立ててください。 life time: 12日 18時間 30分 15秒,0001/01/01 0:00:00
1001,Thread,5ちゃんねるの運営はプレミアム会員の皆さまに支えられています。  運営にご協力お願いいたします。    ───────────────────  《プレミアム会員の主な特典》  ★ 5ちゃんねる専用ブラウザからの広告除去  ★ 5ちゃんねるの過去ログを取得  ★ 書き込み規制の緩和  ───────────────────   会員登録には個人情報は一切必要ありません。  月300円から匿名でご購入いただけます。   ▼ プレミアム会員登録はこちら ▼  https://premium.5ch.net/   ▼ 浪人ログインはこちら ▼  https://login.5ch.net/login.php,0001/01/01 0:00:00
