スレ数,ID,コメント,投稿時刻
349,ID:AB7pAsSX0,おせっせが苦手なので焼き鏝ックスにするつくしの闇は深い,2018/11/26 21:28:47
350,ID:eO6EgQ0l0,そういえばこの世界には写真はないんかな  写真があればリコもライザの買おうか見れたろうし、アビスの情報も伝え易くなりそうだが  力場のせいで上手く撮れないとか、信仰対象であるアビスを撮影するの禁じられてるとかでオースじゃ使われてないだけかな,2018/11/26 21:36:13
351,ID:dy9ZylMpM,>>351  リコが部屋にライザの写真飾ってたはず  あと、顔は知ってるけど記憶はない、とかっていうセリフもあったはず,2018/11/26 21:45:20
352,ID:i642Xx110,昔の煤だか使う銀板写真みたいのはあるとか言ってた,2018/11/26 21:46:58
353,ID:wmXSx2NRF,マルルクパンツレスリング,2018/11/26 22:01:43
354,ID:P1CGY4vsa,文明レベル的には産業革命くらいなのかな？,2018/11/26 22:01:49
355,ID:th8qt9cPd,産業革命くらいのレスリング,2018/11/26 22:05:52
356,ID:A+GHDh4Jp,スチームパンクマルルク！？,2018/11/26 22:15:32
357,ID:NRzygDlCa,上気を吹かしながら駆動し、火葬砲とパイルバンカーを使い分けるスチームパンクレグ,2018/11/26 22:18:01
358,ID:Xn73brOlp,鼻息荒いなレグ,2018/11/26 22:19:50
359,ID:dy9ZylMpM,産業革命くらいかと思いきゃ深層の人はロボット作れる技術はあるらしい  ずーっと未来のお話か、あるいは深層は未来なのか,2018/11/26 22:20:16
360,ID:9ZDnv3W20,世の中にはケモミミ異世界かと思ったら人類が総スライム化した後の地球な作品もあればアラビアン女騎士Hファンタジーな世界かと思ったら超文明から衰退した後の地球だった作品もあるしな,2018/11/26 22:44:04
361,ID:jkWRWKB+0,全世界がどうなってるのか不明だし  もしかしたら凄く発達した国があるのかもしれない  ボ卿の装備もあれ結構な技術だろうし,2018/11/26 22:44:04
362,ID:FIxnt87h0,未来か、異世界につながってるんだろうね,2018/11/26 22:48:08
363,ID:KXwoT/WJ0,1900年前に飛空船があったんだし、力場に阻まれてるけどレーダー技術ぐらいはあるんだよ  オース島内だけ防災的な理由で火力や家電を使えないので、専ら便利遺物が普及してるらいし  「国家間のバランスを変え得る遺物」とかが出土するんだから、大概の科学技術は追い抜いてそうな気がする,2018/11/26 22:50:25
364,ID:i642Xx110,キノみたいに地域毎で一世紀分の技術格差がある世界かもしれない,2018/11/26 22:52:52
365,ID:dy9ZylMpM,>>362  命の火とかナナチ視界を監視してるとか技術すごいけどナナチ達の上下は人力とか無茶苦茶だけどなw   リコの目もライザの監視入ってたりするかも,2018/11/26 22:56:03
366,ID:+pR6wozpr,今更思ったが1900年前だと指標にならないんじゃないか？  ロストテクノロジーの可能性だった場合もあるし。  異物が発掘されるくらいだし技術的なものも発掘で得た可能性。  テクノロジーのLOSTが1回とは限らない…,2018/11/26 22:56:04
367,ID:dy9ZylMpM,一番嫌なのは窓マギみたいなエンドで読者と主人公しかわからない最終回   >>364  そういえばレグの腕見せて海外の技術かと、ってジルオに言って受け入れられてるんだよね,2018/11/26 22:59:23
368,ID:th8qt9cPd,実世界でも割と身近に、富士樹海みたいな場所があるし  文明が干渉出来てないエリアは割とある,2018/11/26 23:00:24
369,ID:i642Xx110,北センチネル島とか？,2018/11/26 23:04:25
370,ID:RO+ckTx00,アマゾンの奥地みたいに文明から隔絶されているけどそこで集められた砂金が文明国に出回っている感じじゃないの  たまに最新技術の採集設備を持ち込む人がいるけど過酷な環境ですぐ故障して引き揚げちゃったりしてる  キャラバン船団みたいにジャングルを巡って物資を売ってる交易船もいるし何となく似てる感じ,2018/11/26 23:10:12
371,ID:55ICKT910,ナナチの拾った通信機は遺物ではないのよね？  あれは外から持ってこられた技術なのかな  オースには無さそうだよね,2018/11/26 23:14:11
372,ID:0ymEPQ9c0,睡眠のときに俺の耳元にもナナチほしい,2018/11/26 23:46:04
373,ID:hrr2wjtO0,一家に一ナナチ,2018/11/26 23:49:35
374,ID:A+GHDh4Jp,ナナチ元年,2018/11/26 23:51:37
375,ID:nK6qnJwV0,またナナチビジネス考えてるのか,2018/11/26 23:56:22
376,ID:wRvc/D5T0,新元号「七恥」,2018/11/26 23:57:30
377,ID:55ICKT910,ナナチ目覚まし「んなぁ～オイラの言葉届いちゃったか？」,2018/11/26 23:58:45
378,ID:eMWlS4mp0,ナナチが目覚まし,2018/11/26 23:59:32
379,ID:l+utrZGwa,>>372  アビスの力場の中で通信できるって時点で遺物だと思ってる,2018/11/27 0:01:57
380,ID:frNoewru0,BTって書いてあったり,2018/11/27 0:17:14
381,ID:GTCvEgIG0,ナナチキ,2018/11/27 0:27:25
382,ID:c2x80d+BK,>>345  ケツだけでレギュラーに昇格した漢、まああ,2018/11/27 0:57:37
383,ID:k0brE4gC0,ふよふよ乳首がこりこりになります,2018/11/27 1:12:40
384,ID:Dzinm6Kr0,>>367  当時は航海技術が低くて飛空船でしかオースを発見できなかったが、キャラバン船が出来てからは水上から接岸出来るようになった  技術が後退する可能性は無くはないが、記録が残ってる以上、連続した文明だと考えられる  逆に2000年以上前の記録が全く残ってない事実を考えると文明リセット時期は2000周期  ガンジャ隊も2000～4000年前の文明と考えられる,2018/11/27 1:27:25
385,ID:iHFq8DHBd,>>385  2000年周期でリセットされるのは、本当にオースだけなんですかねぇ,2018/11/27 2:07:38
386,ID:Dzinm6Kr0,新周期100年目で飛空船までこぎつけてるから文明自体リセットではないはず,2018/11/27 2:18:46
387,ID:5PkNdU8K0,世界中の魂だけ吸収して、残った体にアビス知識のない魂が代わりに入ってきてるのかも,2018/11/27 2:32:31
388,ID:MeVxvkQsd,村も遺物も奈落に人を呼び込むための餌説,2018/11/27 3:13:02
389,ID:k0brE4gC0,>>384  誤爆,2018/11/27 3:46:56
390,ID:Dzinm6Kr0,今日も誤爆職人のネタ投下はレベル高いな  正真正銘の誤爆を過去一度しか見た事がない,2018/11/27 4:01:19
391,ID:M3VlV6Kd0,ヴエコちゃんが取り上げられたギズモみたいなペットは何なんだろう  少なくとも現代にはいなさそうな獣みたい,2018/11/27 5:28:15
392,ID:e7JZlO9pa,成れ果てでしょう,2018/11/27 6:09:17
393,ID:epNi76Sy0,ハボさん家の写真にも似たような生物の赤ちゃんっぽいのあったし  アビス世界での犬や猫みたいな愛玩動物なんじゃね,2018/11/27 7:42:12
394,ID:Dzinm6Kr0,>>392  くず肉だよ  「わあかわいい！今日からお前の名前はくず肉よ！たくさん太って大きくなるのよメンチ！」,2018/11/27 7:56:04
395,ID:/Ez6C+wq0,コウタ  ヒロタ  モロタ,2018/11/27 7:58:44
396,ID:eIFlduRYa,普通のアビス外の生き物だろうな  ただヴエコさんの生まれた時代が分からないから昔の生き物かも,2018/11/27 8:48:15
397,ID:dAGKiCad0,エロ子臭そうでたまらん  傷だらけの身体めっちゃ臭いそう,2018/11/27 9:49:57
398,ID:GCuRn9aX0,>>390  どう見ても誤爆ではないのでセーフ,2018/11/27 10:51:40
399,ID:pD0lSWaf0,ヴエコは黒いねばねばといっしょだったんだしキレイになってんじゃないの  スケルトンがスライム風呂に入ってるようなもんだろうし,2018/11/27 11:41:20
400,ID:GCuRn9aX0,>>400  あの黒いのは何千年と幽閉されてる間に出した屎尿の塊だという噂がありましてね…（）,2018/11/27 12:10:53
401,ID:EppwhbeW0,過去の精算と決別狙って子宮取ったんじゃね,2018/11/27 12:22:58
402,ID:feVRMFT/a,幽閉時間は髪の毛の伸び方から見て6層時間では長くて数年くらいじゃない？  まぁ時間なんかよりも幽閉中エロ子がねばねばに慰めて貰っていたかが問題だ！  薄い本で真相のほどをよろしくお願いします,2018/11/27 12:53:09
403,ID:Dzinm6Kr0,>>403  ムーギィさんやカジャが知らない程度の昔なので、外見だけで判断はどうなんだろうな  ライザはラストダイブして10年だけど、6層に到達して数日であの手記を書き上げたと考えるのは無理があるし  幽閉されてる間に精神が壊れてないのは明らかに異常だけど後、人間の髪の毛って長くなる程に伸びる速度遅くなるし、抜ける速度も速くなるよ,2018/11/27 13:26:09
404,ID:Q0gXWN9Lr,>>403  髪の長さで経過年数をはかるとかエロ子さんが普通の人間という前提の話だな  その発想はなかった   見た目は人間だけど人外になってるとばかり思ってた  食事とかとってなさそうだし,2018/11/27 13:42:10
405,ID:pD0lSWaf0,ヴエコだって村に命を差し出したからこそ生きながらえているんだろうけど  姿が人間のままってのは村を拒否して幽閉され村の恩恵を受けてない意味もあるかな  村の成れ果てって自らの欲の姿なわけだし,2018/11/27 14:01:50
406,ID:5joCBv++a,>>404  6層からは時間の経過に大きな差があって後から来たムーギィやカジャみたいなのは顔射達とはかなり時差があるんじゃないかと考えてた  ムーギィやカジャ、リコさん隊にとっては大昔でも先にラストダイブしてた人にとっては数年的な   この考えで気になるのがまああの存在なんだよなぁ  顔射やアビス原住民やその後の地上生まれとは明らかに異質で気持ち悪い  考えすぎか,2018/11/27 15:09:02
407,ID:epNi76Sy0,エロ子曰く村の子にとって抗いづらい場所にずっと居たわけだし  村の住人とはちょっと違うんだろうけどなぁ  多分ヒト…なのかなぁ…って言い方からなんだか曖昧な存在にはなってそう,2018/11/27 15:12:40
408,ID:Dzinm6Kr0,>>407  シャアン！→まああん！,2018/11/27 15:40:59
409,ID:56HtLyO9M,ヴエコは男なの？,2018/11/27 15:59:47
410,ID:JkqIOWYg0,そうだよ,2018/11/27 16:12:19
411,ID:xN7vG8Wq0,（θωθ）んなぁ？,2018/11/27 16:14:43
412,ID:3bRyFjYTd,心にちんちんがあれば男だよ,2018/11/27 16:23:26
413,ID:fl1H4P63d,なければ女だね,2018/11/27 16:38:25
414,ID:vYvc6qOe0,俺心にちんちん無いけど男だよ,2018/11/27 17:18:43
415,ID:DCqp1ITR0,ホモでは？,2018/11/27 17:32:16
416,ID:hFDVHrWj0,なんだァ？てめェ…,2018/11/27 17:34:55
417,ID:xN7vG8Wq0,めんメェ…？,2018/11/27 17:39:14
418,ID:NpybFmWp0,七地独歩です……,2018/11/27 17:40:06
419,ID:vYvc6qOe0,ナナチを知りたい・・・,2018/11/27 17:45:42
420,ID:R3+ln5R7M,え？ ナナチはオスだよ,2018/11/27 17:55:31
421,ID:vYvc6qOe0,問題ない・・・,2018/11/27 17:57:34
422,ID:DCqp1ITR0,ナナチ○っ○,2018/11/27 17:57:42
423,ID:3bRyFjYTd,オスナナチでもメスナナチでも私は一向に構わんッッ,2018/11/27 18:00:17
424,ID:xN7vG8Wq0,クグふぁもホンでいっそす,2018/11/27 18:03:36
425,ID:8I/V6PQa0,レグ×ナナチに汚いおっさん出る同人描いたら売れたわ,2018/11/27 18:11:39
426,ID:EtEkG1jFd,汚いおっさん(さお…はぶ…),2018/11/27 18:14:54
427,ID:UDCwyaj00,きたないとは心外ですね,2018/11/27 18:34:20
428,ID:fl1H4P63d,ボっさんはイケメン,2018/11/27 18:49:22
429,ID:Ke0lhHB+a,仮面で顔が確認できないんだから絶世の美少女から稀代のキモブサ男の可能性魔であるぞ,2018/11/27 18:51:25
430,ID:EtEkG1jFd,目から触手生えてるけど美少女でイケメンだよ,2018/11/27 18:52:33
431,ID:ibRjNbKvM,シュレーディンガーのボ面,2018/11/27 19:07:13
432,ID:GCuRn9aX0,人間の顔面に関する常識さえ通じないかもしれないんだぜ,2018/11/27 19:19:21
433,ID:frNoewru0,アビスではイケメン,2018/11/27 19:30:19
434,ID:bPpq4GBbd,シュレディンガイガーのボっさん,2018/11/27 19:56:14
435,ID:jyMQ0GsPd,ナナチクビをいじいじして反応を確かめて見たいですね,2018/11/27 20:09:01
436,ID:r9WF97cga,ナナチのヘソに興味ある,2018/11/27 20:11:42
437,ID:j6QugJWU0,ボ卿への憧れは止められねぇ,2018/11/27 20:27:40
438,ID:NpybFmWp0,レグがナナチクビサーチモードになるの待ってるんだから早く起きてナナチ,2018/11/27 20:28:03
439,ID:dmkD2iond,ベラフさんがくねくねフラワーになる過程を見たいのではやく更新してください,2018/11/27 20:53:23
440,ID:GCuRn9aX0,ほんとに年末までに二本も出るのか不安になってきた,2018/11/27 21:13:05
441,ID:c2x80d+BK,一本でもニンジン,2018/11/27 21:21:54
442,ID:tdo73yaY0,6匹でもナナチ,2018/11/27 21:25:20
443,ID:M3VlV6Kd0,なんかもう色んな人の解析や分析サイト隅々まで読み尽くしてる,2018/11/27 21:25:43
444,ID:/KsK/T1Ed,クリスマスプレゼントは更新ですね…,2018/11/27 22:04:17
445,ID:b1Aym54Zd,アビス進行にキリストなんてカンケーない   しかし、クリスマスナナチは欲しい,2018/11/27 22:28:22
446,ID:jyMQ0GsPd,(|)ファッフホンでいっそす,2018/11/27 22:30:48
447,ID:TyDpE2WPa,上野さん5巻よりは先に更新されて欲しい…,2018/11/27 22:37:31
448,ID:M3VlV6Kd0,んなぁ、ナナチはイルブルに自分を売ったわけじゃないから村から出られるとは思うけど、ミーティはイルブルが生んだから出られない気がするんだよなぁ  またお別れの予感？  ベラフはナナチと交換にファプタの腕をしゃぶり続けるんだろか,2018/11/27 22:48:41
449,ID:3zdcK4Oxr,今のミーティはイルぶる崩壊展開になるならその際に一緒に消滅するんじゃないかな？と思うが…  せめて最後にナナチがおいしい料理ふるまってやれたらいいのにな  まだそんなに上達してなさそうだが,2018/11/27 22:55:00
450,ID:/E75lBzO0,んなふわ理論オイラの定理,2018/11/27 23:11:22
451,ID:jnNAe+vv0,ナナチって祝福されたことによって多分汗が出る体質じゃなくなったから  獣臭さのかわりに汗臭さは堪能できなさそうなちぃ,2018/11/28 0:06:28
452,ID:9E0Eg8H8r,ナナチと結婚したい  結婚したいです,2018/11/28 0:15:52
453,ID:OEvus3FM0,オイラはしてるぞ,2018/11/28 0:16:45
454,ID:lRNJ+ULL0,ナナチは汗の代わりに舌の気化熱で体温を下げようとするから濃厚フレンチ・キスするといいとおもうよ,2018/11/28 0:18:10
455,ID:+sCMj/P/0,基本的に半開きのあの口は間違いなく体温下げてる,2018/11/28 0:44:42
456,ID:t+RYNVB+a,不細工こそボ卿みたいなイケ面被るべき,2018/11/28 0:48:50
457,ID:bkrjFWJC0,ナナチスドイツ   ナナチ総統閣下シリーズ,2018/11/28 1:12:30
458,ID:gUGU9z+l0,んなぁ～カートリッジになりたいやつだけこの基地に残れ～,2018/11/28 1:20:44
459,ID:LiqtPBtEp,おやおや方正が終わってしまいました,2018/11/28 2:15:16
460,ID:7WNqNXTE0,田中 裸吊りキック,2018/11/28 2:22:21
461,ID:dGnlajaJa,マルルク裸吊りパンチ,2018/11/28 2:31:43
462,ID:/VChN1IZ0,ここが今回の目的地ガースー黒光り前線基地や  じゃあ今から昇降機で第六層に降りて貰うで,2018/11/28 3:40:23
463,ID:uJsz8r06d,浜田が着替えてると更衣室が上下して成れ果ててM1号が出てくるのか,2018/11/28 4:20:16
464,ID:Vrd/ellEK,リコ、罰として裸躍りな,2018/11/28 4:46:01
465,ID:DWorrh5j0,オーゼンさんがガッデム！って言うのかな？,2018/11/28 8:08:54
466,ID:MGop3tvHd,ミーティ...マイ フレンド...,2018/11/28 8:11:15
467,ID:ZL2HRnXS0,なんと  あと48時間と20分で更新ではないですか  村編読み返しておこう,2018/11/28 8:43:25
468,ID:D0I7KwLE0,ミーティが壺に入ってるのはナナチがこれから背負ってく伏線,2018/11/28 10:33:53
469,ID:lRNJ+ULL0,Getting over itかな,2018/11/28 10:38:21
470,ID:+rMMKIyYa,それ登っていくゲームや,2018/11/28 11:20:36
471,ID:MCzdirZo0,ちょっとだけ笑みがこぼれた,2018/11/28 11:24:09
472,ID:fDDVFvVJ0,ナナチがんなんなぁ言いながら登っていくゲームならやってみたい  落ちるとボ卿のイラつく一言が聞ける,2018/11/28 12:56:49
473,ID:7MjTcEoqd,アビスなら潜っていくゲーム,2018/11/28 13:41:11
474,ID:woMAT+jRd,スペランカーリメイクで,2018/11/28 13:48:43
475,ID:8Xd+Zq4Ud,ナナチってあんな見た目だけどホントはイケイケヤンキーなんだぜ,2018/11/28 14:40:23
476,ID:+rMMKIyYa,>>473  すげえやってみたい,2018/11/28 14:41:11
477,ID:34A0+aG/0,アビスなのに登っちゃ駄目だろ,2018/11/28 14:50:43
478,ID:Vrd/ellEK,>>469  隊長かな？,2018/11/28 15:12:43
479,ID:S0kO9Svxp,ナナチの山登りゲーム,2018/11/28 15:14:20
480,ID:7MjTcEoqd,>>475  それだと主人公はリコさんだな  ちょっとした段差を落ちても登っても死にます,2018/11/28 15:54:17
481,ID:M4vXBS4k0,>>481  身長と同じだけの段差を登っただけで残機数が減ります,2018/11/28 16:16:09
482,ID:Vrd/ellEK,残機(カートリッジ),2018/11/28 17:01:26
483,ID:TdEIfxU50,残機といったらゾアホの祈手そのものだな  いかなる設定も包括できるアビスまじ深淵,2018/11/28 17:09:50
484,ID:Yrcx+DFqa,その言い方すると某財団の某博士を連想する,2018/11/28 17:10:56
485,ID:S0kO9Svxp,なれ果てた以上、知ってる形で  性器がそこに付いてるとは  限らないんだよな,2018/11/28 17:35:22
486,ID:MGop3tvHd,典例まああああああああああああああああああ,2018/11/28 18:06:09
487,ID:D7KCZUyx0,両膝にちんこついてたらセックスしやすそう,2018/11/28 18:25:25
488,ID:PLnQgxewa,一方右腕をちんこに改造した寄生獣,2018/11/28 18:39:37
489,ID:1g6GagtXd,まああ？,2018/11/28 18:43:52
490,ID:fDDVFvVJ0,マアアさんはシンイチだったのか,2018/11/28 18:44:33
491,ID:r1U4vWMzF,右手にちんちん、左手にまんまん  そして手だけ増えていく,2018/11/28 18:45:26
492,ID:v4fhcLUXa,最新話きたけどリコさんが親指立てながら肥溜めに沈んで行くシーンは涙なしに見られませんでした,2018/11/28 18:46:08
493,ID:LiqtPBtEp,せや！顔面に穴開けて巨大棒出し入れしたろ！,2018/11/28 18:49:23
494,ID:HpJjB0Id0,一般人がレグちんちゅっちゅしようとしても普通はレグくんのパワーで跳ね除けられる…どうすれば（ドシガタ）,2018/11/28 18:49:27
495,ID:zqWiGN2za,火葬砲撃たせれば叩いたり水に沈めたりしても起きないぞ(意味深),2018/11/28 18:51:33
496,ID:KBiupA1Pd,ちんちんだけは起きてないと,2018/11/28 19:02:29
497,ID:v4fhcLUXa,火葬砲は発射した後眠くなるから射精のメタファー,2018/11/28 19:18:13
498,ID:b4CVKE1q0,観測するまで  なれ果てナナちんちんの  形状はわからない。   これを,2018/11/28 19:24:08
499,ID:4FL60nDcH,まあぁ？,2018/11/28 19:32:36
500,ID:tw6PZJ3fF,>>498  発射した後、賢者なレグ,2018/11/28 19:36:58
501,ID:H/Zyspmt0,マルルクの火葬砲を顔面で受けとめたい,2018/11/28 19:39:00
502,ID:/Jk+lQT1d,オーゼンさんのタンパク源はマルルク,2018/11/28 19:41:57
503,ID:nNA76dZVa,ベラフさんのタンパク源はミーティ,2018/11/28 19:45:15
504,ID:rNUPDdm50,眠りにつくまでに何発撃てるかが勝負になるのはなんのメタファーなんです…？,2018/11/28 19:54:28
505,ID:FlbdYTyE0,更新まであと二日やろ？,2018/11/28 20:03:45
506,ID:kyxYSSCwF,伝報船が届けばな,2018/11/28 20:11:55
507,ID:+QKcUM1AD,んなぁ～コンビニでななチキ買ってきた,2018/11/28 20:14:49
508,ID:GUwj3Iyhd,ナナチの胸肉は美味しいですね,2018/11/28 20:18:24
509,ID:PP9Xt8x00,今回の電報船が中々届かないのはタケショボウって言う原生生物のせいらしい,2018/11/28 20:18:27
510,ID:1g6GagtXd,マジかよタケショボウ最低だな,2018/11/28 20:22:03
511,ID:yjwjqB+/K,ネタバレ：壺ミーティーが覚醒してハンマー一本で地上まで登る,2018/11/28 20:35:20
512,ID:fVaPd8wG0,この者ミーティは地上までの最短記録を作るのが価値だよ,2018/11/28 20:38:08
513,ID:fDDVFvVJ0,今日ニコニコにそのゲームで50秒切ってるTASが上がってたな,2018/11/28 21:02:24
514,ID:/ashypjb0,あの糞腹立つナレーションがボ卿の声で聞こえる,2018/11/28 21:07:07
515,ID:gn1I+l8g0,萌え死んだ  https://i.imgur.com/KDnikw9.jpg,2018/11/28 21:13:36
516,ID:kxU4IUfyd,おやおやおやおやおやおやおやおや  貴方ならきっと成し遂げられますよ。,2018/11/28 21:14:50
517,ID:PLnQgxewa,>>516  最高！,2018/11/28 21:19:43
518,ID:kxU4IUfyd,つくし先生がケモ絵師にしか見えなくなってきたぐらいかわいい,2018/11/28 21:23:24
519,ID:OEvus3FM0,つくし卿の絵って　あっこれは男の子だなって分かるよね  >>516は男の子！,2018/11/28 21:26:43
520,ID:6u5WLi170,脱稿したみたいだから明後日は更新ありそう  で12月に一回更新で年内はラストかな  年明けたら総集編映画公開だね,2018/11/28 21:27:38
521,ID:KD5MgH990,んなぁ！期待しちゃうぜ！,2018/11/28 21:34:30
522,ID:OEvus3FM0,ナナチぬいぐるみみんな予約してる？  オイラ買うか迷ってんだけどな～結局買いそう  フィギュアはベッドに連れ込めないもんなぁ～,2018/11/28 21:36:51
523,ID:vx63zWUS0,>>469  そういや初期稿だと歩けなったリコをレグがおんぶして旅を続けるんだっけ？,2018/11/28 21:49:32
524,ID:pfwutiKh0,壺ミーティがオリジナルと完璧に同一の存在なら村に縛られていないはずだけど  かつてナナチがなんでミーティとお別れしたのか考えると連れ歩くってのは考え難いんだよね  村が崩壊したらいっしょに消えるか村に残して再び別離するかツライ展開になりそう,2018/11/28 21:57:54
525,ID:/ashypjb0,日本一ソフトウェアでつくし監修ゲームが出たら  買うかもしれない,2018/11/28 22:03:40
526,ID:xw8YBH9q0,>>516  なあにこれ,2018/11/28 22:07:15
527,ID:xw8YBH9q0,画像サイズ的にアニメのエンドカードぽいけど結局よく分からなかったそす,2018/11/28 22:16:44
528,ID:XHGBCtRs0,>>520  わからんぜよ…,2018/11/28 22:25:45
529,ID:v7K9c5iK0,ようつべでリオネルと検索するそす,2018/11/28 22:25:51
530,ID:xw8YBH9q0,これか　ぶっちゃけVtuver関連はよく分からん  https://twitter.com/Lionel_Chienia/status/1061570008659111937  https://twitter.com/5chan_nel (5ch newer account),2018/11/28 22:25:54
531,ID:H/Zyspmt0,ライネル？,2018/11/28 22:49:10
532,ID:PP9Xt8x00,リオネルのモーション凝ってるし凄くかわいいよね  モデリングに手を出してる卿の性癖にクリティカルだし描かずには居られなかったのはわかる,2018/11/28 22:57:32
533,ID:sj3LtEUcd,女の子じゃないですかヤダー,2018/11/28 23:27:22
534,ID:N5BKS2nBd,おちんちんをアビスに突っ込んだらどうなるん？,2018/11/28 23:47:38
535,ID:Wk/E3jeI0,抜くときに上昇負荷がかかっておたまじゃくしが成れ果てる,2018/11/28 23:48:43
536,ID:fvuJ+Y0/0,【新人Vtuber】冒険心くすぐる世界観。Vtuber「リオネル」さんの紹介記事。 - へちやぼらけのブログ 　  http://hetiyaborake.hatenablog.com/entry/2018/11/12/222551  BitStarさんはTwitterを使っています: 「【VTuberオーディション】 3Dデザイナー暁ゆ～き(@AkatsukiWorks)さんのキャラクター『リオネル・エレオノール・ド・シィアニア』  の運営をBitStarで行うことになりました&#10024; 本日より演者オーディションを開催します！ご応募お待ちしております！ #vtuber #バーチャルYoutuber https://t.co/ZvyfA8wCMi https://t.co/qB7eoDhkN4」 / Twitter 　  https://twitter.com/bitstar_tokyo/status/993438305470496768  VTuberっすね一応 👀Rock54: Caution(BBR-MD5:b73a9cd27f0065c395082e3925dacf01)  https://twitter.com/5chan_nel (5ch newer account),2018/11/28 23:51:29
537,ID:Rtg6jBOS0,入るときに祝福受けてるからプラマイゼロさ,2018/11/28 23:52:00
538,ID:Yrcx+DFqa,それでファプタが生まれたのか！（名推理）,2018/11/28 23:52:05
539,ID:bY5xctdz0,ちんこ単体なら上昇負荷はかからないんじゃね,2018/11/29 0:22:27
540,ID:OPRDh2sn0,命に近い部分だと負荷があるらしいから  ちんちんなくしたら死ぬような人だと致命的かもしれない,2018/11/29 0:51:39
541,ID:56j+kLhr0,ちんちんはなんだか生っぽいレグくん  でもちんちんにすら上昇負荷がかからないレグくん   ドシガタ,2018/11/29 1:06:34
542,ID:ymc9aymh0,上昇負荷は無いが上昇してくるものはある,2018/11/29 1:20:12
543,ID:v9KMFKsv0,最近アニメがNetflixに配信されたのでなにこれ可愛いと思って全話みたんだけど、なんか若干PTSDぎみな症状が出て、でも気になって漫画全巻買って読んだんだ。   そしたらその夜に、ポッキーを串刺しみたいに刺しまくったパフェを食べる異様な夢をみたのだけどこの漫画の祝福かな……  パフェの名前はアイアン・メイデンだった。,2018/11/29 4:04:26
544,ID:EjjxpEXeM,>>516  顔に毛がないのかな？  つるっとしてる,2018/11/29 4:06:53
545,ID:IZe2xsOE0,ナイスちんちん！,2018/11/29 7:27:50
546,ID:txIBTIPXd,ナナチをもっとパニック障害にさせて&#9825;,2018/11/29 7:59:23
547,ID:nf1mNUl+0,んななぁ！今日更新じゃん！,2018/11/29 8:01:38
548,ID:0u4ZZ59L0,明日ですよナナチ  慌てないで,2018/11/29 8:02:36
549,ID:Ac8gk5/y0,あと25時間0分,2018/11/29 8:03:57
550,ID:F7jHibaHM,脱糞卿,2018/11/29 8:38:33
551,ID:WBcRY5Jkr,更新なああああああああああ,2018/11/29 8:55:00
552,ID:0JTkZRpQp,竹書房業務連絡:メイドインアビスの更新は12月10日となりました,2018/11/29 9:03:35
553,ID:YWmB3ESa0,まぁ…,2018/11/29 9:06:29
554,ID:1EhOd7hUa,おのれ竹書房ぅ"あ"っ"ー！,2018/11/29 9:18:44
555,ID:oEmXXkvfd,かわいそうに…もう言葉すら失って…,2018/11/29 9:37:33
556,ID:1SBpQMwo0,>>544  アイアンメイデンは人を串刺しにする器具なんですよ、それと掛けてるのかな？,2018/11/29 10:53:45
557,ID:BqysrKqU0,えっ！1ヶ月で2話分更新を！？,2018/11/29 10:57:39
558,ID:WcoSsO0F0,で、できらあ！（震え）,2018/11/29 11:15:31
559,ID:jy6eNzVUxNIKU,ねんどろいどのアベンジャーが成れ果て前のナナチっぽい,2018/11/29 12:33:41
560,ID:/zvhdQfEpNIKU,ちゅ～でレグをからかっていたナナチだけど、  ミーティとはどこまでいったのかね？,2018/11/29 12:49:17
561,ID:nyTcmBg20NIKU,>>561  ロクに恋愛経験もないはずのナナチがあれだけマセてるのってセレニの孤児で体を売ってる奴らが結構いたからなんじゃないかと思うと切ない,2018/11/29 12:58:24
562,ID:nf1mNUl+0NIKU,そんな境遇で育ってちゅーくらいでどうこう言うわけ無いだろ！,2018/11/29 13:05:03
563,ID:lWuokITW0NIKU,浮浪時代官能小説的なの拾って読んでたかもしれない,2018/11/29 13:47:12
564,ID:nvyekagC0NIKU,>>564  ナナチに回ってくるのは庶民が読めない外国語の文書だけだぞ  洋物…官能…エマニエール…,2018/11/29 14:06:21
565,ID:c7UsFow+KNIKU,孤児同士  ボ卿のキッズルーム  なにも起きないはずがなく…,2018/11/29 14:08:08
566,ID:aV3GMzEyaNIKU,プルシュカは一人でもナニか起きたようですね  素晴らしい…,2018/11/29 14:22:01
567,ID:1EUcBMk70NIKU,>>558  そのかわり1話分のページ数は半分かもしれない,2018/11/29 14:35:52
568,ID:2wc3QrhvdNIKU,ページ数削ったら売上下がるだろ   コマサイズを通常の倍に,2018/11/29 14:44:17
569,ID:+bz3i3fRpNIKU,元から大判だというのに！？,2018/11/29 14:48:34
570,ID:HE1LXeUBpNIKU,こち亀でやったみたいに1ページに2ページを詰め込め  んでバカボンでやったみたいに残りはひたすら白紙,2018/11/29 15:29:53
571,ID:1yirhLdA0NIKU,ページの半分を通販の広告にしよう,2018/11/29 15:55:27
572,ID:E7zye8lb0NIKU,web公開は無料なんだから広告入れたっていいくらいだけどね  でもジャンプの看板作品みたいに時々ページの1/4くらい広告が入って  単行本では意味不明なコマと差し替えられてるってのはイヤ,2018/11/29 16:12:28
